unique_no,sex,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sign,smokes,speaks,status,question1,question2,question3,question4,question5,weight
153,m,24,thin,anything,socially,sometimes,graduated from two-year college,white,75,-1,,"oakland, california",,bisexual,,other,leo,trying to quit,english,available,5,9,8,5,7,74
154,m,26,fit,anything,not at all,never,graduated from college/university,black  white,73,-1,sales / marketing / biz dev,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,other,virgo,no,english,single,8,3,9,10,1,69
155,f,29,thin,anything,socially,never,graduated from two-year college,white,61,-1,hospitality / travel,"san mateo, california",,gay,,agnosticism,scorpio,no,english,single,2,3,2,4,6,75
156,f,40,fat,anything,socially,never,two-year college,other,62,-1,executive / management,"richmond, california",has a kid,straight,,christianity,scorpio,,english,single,10,10,7,6,7,87
157,f,29,average,vegetarian,socially,never,graduated from law school,white,68,-1,law / legal services,"san francisco, california",,straight,likes dogs,agnosticism,leo,no,"english,",single,8,8,6,5,7,71
158,f,54,fat,anything,socially,never,graduated from college/university,white,69,-1,education / academia,"redwood city, california",,straight,likes dogs and has cats,other,scorpio,no,english,single,2,2,2,4,1,66
159,f,20,fit,anything,socially,never,working on college/university,white,63,-1,,"san rafael, california",,straight,likes dogs,christianity,scorpio,no,english,single,10,9,5,9,3,52
160,f,51,average,anything,socially,never,space camp,asian,62,-1,,"oakland, california",has kids,straight,likes dogs and has cats,christianity,virgo,,english,single,4,5,5,1,3,91
161,f,33,average,anything,socially,never,graduated from masters program,asian,66,-1,medicine / health,"el cerrito, california",,straight,has dogs,other,sagittarius,,"english,",single,1,3,7,3,2,64
162,m,28,average,anything,socially,never,graduated from college/university,asian,66,-1,sales / marketing / biz dev,"san francisco, california",,straight,,other,sagittarius,,"english,",single,6,1,4,4,2,50
163,f,37,athletic,anything,socially,never,graduated from med school,asian,66,-1,medicine / health,"san francisco, california",,straight,,other,virgo,,"english,",single,5,5,4,9,4,97
164,m,20,thin,anything,rarely,never,working on college/university,white,72,-1,student,"berkeley, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,,atheism,libra,no,english,single,4,7,1,9,1,51
165,m,30,thin,anything,socially,never,,white,74,-1,computer / hardware / software,"san francisco, california",doesn&rsquo;t have kids,straight,,other,leo,,"english,",single,2,1,3,10,3,78
166,m,36,fit,anything,socially,never,graduated from masters program,white,72,-1,,"san francisco, california",,straight,,other,pisces,no,english,single,9,1,5,4,3,87
167,f,26,fat,anything,socially,never,working on college/university,hispanic   latin  white,63,20000,sales / marketing / biz dev,"berkeley, california","doesn&rsquo;t have kids, but might want them",gay,likes dogs and likes cats,catholicism,gemini,no,english,single,9,7,8,2,4,96
168,f,26,fit,anything,socially,never,graduated from college/university,white,68,70000,science / tech / engineering,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs,agnosticism,sagittarius,no,english,single,9,8,7,8,3,97
169,f,33,thin,anything,rarely,never,graduated from college/university,white,66,-1,,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other,sagittarius,no,"english,",single,4,10,5,3,9,95
170,f,20,average,anything,socially,never,graduated from high school,white,66,-1,student,"san francisco, california",,straight,,other,leo,no,english,seeing someone,6,2,1,4,5,82
171,m,31,fit,other,rarely,never,,white,70,-1,other,"san rafael, california",doesn&rsquo;t have kids,straight,likes dogs and has cats,other,sagittarius,no,english,single,2,1,8,7,5,90
172,m,62,fit,anything,socially,never,graduated from masters program,white,73,-1,executive / management,"menlo park, california",has kids,straight,likes dogs,christianity,sagittarius,no,english,single,7,2,10,5,5,87
173,f,33,fit,anything,socially,never,graduated from masters program,white,63,-1,artistic / musical / writer,"san francisco, california",,straight,likes dogs and has cats,atheism,aquarius,no,english,single,10,10,6,7,2,86
174,m,22,fat,anything,socially,never,,hispanic   latin,69,-1,other,"el sobrante, california",,straight,has dogs and dislikes cats,other,aries,when drinking,english,single,8,2,2,2,10,79
175,m,46,fit,anything,socially,never,,hispanic   latin  other,66,-1,medicine / health,"san francisco, california",has a kid,gay,,other,sagittarius,,english,single,1,5,5,1,4,85
176,m,27,athletic,anything,socially,never,graduated from college/university,white,68,-1,computer / hardware / software,"walnut creek, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,judaism,virgo,no,"english,",single,9,3,9,2,9,79
177,m,29,fat,halal,often,never,dropped out of high school,white,72,250000,artistic / musical / writer,"san francisco, california",doesn&rsquo;t want kids,straight,has dogs and dislikes cats,hinduism,cancer,when drinking,english,single,2,5,1,6,4,55
178,f,36,average,vegetarian,socially,never,graduated from college/university,white,68,-1,,"walnut creek, california",,straight,has cats,other,taurus,,english,single,1,4,2,1,5,63
179,m,25,fat,anything,often,sometimes,dropped out of college/university,white,71,-1,computer / hardware / software,"el cerrito, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and dislikes cats,atheism,taurus,when drinking,english,single,8,10,8,4,7,75
180,m,32,fit,anything,socially,never,graduated from college/university,white,69,-1,sales / marketing / biz dev,"oakland, california",,gay,has dogs and likes cats,atheism,aquarius,no,english,single,2,10,7,9,5,52
181,f,21,fit,anything,socially,never,working on college/university,hispanic   latin,66,20000,sales / marketing / biz dev,"mill valley, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism,aries,no,english,single,3,8,8,2,6,60
182,f,27,fat,anything,often,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,"san francisco, california","doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and has cats,agnosticism,leo,no,english,single,9,3,5,3,3,75
183,m,38,fat,anything,not at all,never,graduated from college/university,white,70,-1,other,"san mateo, california",,straight,,other,scorpio,no,english,available,10,6,7,10,2,57
184,m,27,average,anything,not at all,never,graduated from college/university,white,74,30000,education / academia,"hayward, california",doesn&rsquo;t have kids,straight,,other,scorpio,no,english,single,8,7,1,6,8,77
185,f,44,fit,anything,rarely,never,graduated from masters program,white,63,-1,education / academia,"alameda, california",has a kid,straight,,judaism,virgo,no,english,single,6,3,6,10,5,68
186,f,52,fit,anything,often,never,graduated from law school,white,66,-1,law / legal services,"san francisco, california","has kids, but doesn&rsquo;t want more",straight,,judaism,aquarius,no,english,single,3,1,10,6,2,65
187,f,33,athletic,anything,socially,never,working on masters program,white,60,-1,education / academia,"san francisco, california",,straight,,other,taurus,no,english,single,1,3,1,5,5,85
188,f,28,athletic,anything,rarely,never,graduated from law school,asian,67,150000,law / legal services,"san francisco, california",,straight,likes dogs and likes cats,agnosticism,taurus,no,english,single,10,7,3,5,7,75
189,m,37,fit,anything,not at all,never,graduated from college/university,white,79,50000,entertainment / media,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism,virgo,no,english,single,3,5,4,3,8,96
190,f,28,thin,vegetarian,rarely,never,working on ph.d program,indian,61,20000,science / tech / engineering,"berkeley, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,agnosticism,virgo,no,"english,",single,3,3,7,8,10,90
191,m,32,average,anything,socially,never,graduated from college/university,hispanic   latin,69,-1,entertainment / media,"belmont, california",,straight,likes dogs,catholicism,cancer,no,"english,",single,4,5,2,1,3,98
192,f,29,fat,anything,often,sometimes,graduated from high school,hispanic   latin  white,69,-1,other,"oakland, california",,gay,likes dogs and likes cats,agnosticism,virgo,sometimes,english,single,4,5,9,2,2,57
193,m,31,fat,vegetarian,socially,never,graduated from college/university,white,67,-1,artistic / musical / writer,"oakland, california",,straight,likes dogs and likes cats,agnosticism,taurus,no,english,single,2,6,1,5,3,68
194,m,42,fit,anything,socially,never,graduated from ph.d program,asian,71,150000,education / academia,"stanford, california","doesn&rsquo;t have kids, but wants them",straight,has dogs,other,scorpio,no,english,single,6,6,5,10,7,85
195,f,32,fat,anything,socially,never,graduated from masters program,white,63,-1,education / academia,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,catholicism,capricorn,sometimes,english,single,3,9,6,8,6,76
196,m,28,athletic,anything,socially,sometimes,graduated from masters program,hispanic   latin,67,-1,banking / financial / real estate,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,aquarius,trying to quit,"english,",single,9,2,5,9,10,69
197,f,38,athletic,anything,socially,never,graduated from college/university,white,63,-1,banking / financial / real estate,"san francisco, california",,straight,,judaism,aquarius,no,english,single,7,3,1,10,6,64
198,f,27,athletic,anything,socially,never,,asian,64,-1,medicine / health,"san francisco, california",,straight,likes dogs,catholicism,aquarius,no,english,single,6,9,4,6,5,64
199,f,19,fat,anything,rarely,never,college/university,asian,62,-1,,"daly city, california",,straight,has dogs,other,leo,no,english,single,4,8,1,5,6,93
200,f,27,fit,anything,socially,never,graduated from college/university,asian,65,80000,medicine / health,"san pablo, california",,bisexual,,catholicism,aquarius,no,english,single,2,7,7,6,4,68
201,m,28,fit,anything,socially,never,graduated from college/university,asian,67,-1,computer / hardware / software,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,other,gemini,no,english,single,2,9,7,1,10,74
202,f,29,fit,anything,socially,never,graduated from college/university,white,66,-1,education / academia,"menlo park, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other,sagittarius,no,english,seeing someone,10,7,4,9,8,79
203,f,31,fit,anything,socially,never,working on ph.d program,white,63,-1,student,"oakland, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,agnosticism,gemini,when drinking,english,single,1,5,2,10,1,87
204,f,27,thin,anything,socially,never,graduated from college/university,white,63,-1,,"san francisco, california",,straight,likes dogs and dislikes cats,catholicism,virgo,no,english,single,6,3,9,2,9,77
205,f,43,fat,anything,socially,never,graduated from law school,white,69,-1,political / government,"oakland, california",,straight,likes dogs and has cats,judaism,virgo,no,english,single,4,8,2,8,5,78
206,m,43,thin,anything,socially,never,,white,71,-1,,"san francisco, california",doesn&rsquo;t have kids,straight,has cats,judaism,taurus,sometimes,english,single,9,9,3,2,5,87
207,f,24,fit,anything,often,never,graduated from college/university,hispanic   latin  white,69,-1,other,"san mateo, california",,gay,likes dogs,catholicism,pisces,no,english,single,6,5,2,8,2,80
208,f,34,fit,anything,socially,sometimes,working on masters program,white,67,-1,student,"san francisco, california",,straight,likes cats,christianity,scorpio,,english,single,1,2,3,9,1,77
